row_number,model,seed,method,predictor,bucket_size,num_chains,dimension,repeat,method_seconds,monolithic_seconds_same_index,pairing_note
3,gaussian_process,0,bucketed,last_depth,64,128,3,20,1.3816861063241959,1.0582561045885086,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
3,gaussian_process,0,bucketed,last_depth,64,128,3,21,1.3564642742276192,1.0972871333360672,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
3,gaussian_process,0,bucketed,last_depth,64,128,3,22,1.3806361332535744,1.079990066587925,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
3,gaussian_process,0,bucketed,last_depth,64,128,3,23,1.2689610049128532,1.1940142959356308,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
3,gaussian_process,0,bucketed,last_depth,64,128,3,24,1.3336104899644852,1.0712562128901482,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
3,gaussian_process,0,bucketed,last_depth,64,128,3,25,1.3023952767252922,1.1138983070850372,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
3,gaussian_process,0,bucketed,last_depth,64,128,3,26,1.3387698158621788,1.0347821414470673,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
3,gaussian_process,0,bucketed,last_depth,64,128,3,27,1.2528095543384552,1.0600034520030022,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
3,gaussian_process,0,bucketed,last_depth,64,128,3,28,1.2199131920933723,1.0947024002671242,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
3,gaussian_process,0,bucketed,last_depth,64,128,3,29,1.360830344259739,1.1231042593717575,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,gaussian_process,0,bucketed,last_depth,128,128,3,0,1.1844542250037193,1.006947934627533,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,gaussian_process,0,bucketed,last_depth,128,128,3,1,1.1975015178322792,1.100159339606762,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,gaussian_process,0,bucketed,last_depth,128,128,3,2,1.1813925728201866,1.0573310852050781,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,gaussian_process,0,bucketed,last_depth,128,128,3,3,1.234760232269764,1.012575015425682,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,gaussian_process,0,bucketed,last_depth,128,128,3,4,1.229101948440075,1.0927319824695587,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,gaussian_process,0,bucketed,last_depth,128,128,3,5,1.179271638393402,1.1541842445731163,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,gaussian_process,0,bucketed,last_depth,128,128,3,6,1.2061378881335258,1.0230106189846992,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,gaussian_process,0,bucketed,last_depth,128,128,3,7,1.1861329898238182,1.0938792899250984,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,gaussian_process,0,bucketed,last_depth,128,128,3,8,1.232115887105465,1.0243771597743034,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,gaussian_process,0,bucketed,last_depth,128,128,3,9,1.2549463957548141,1.0472275987267494,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,gaussian_process,0,bucketed,last_depth,128,128,3,10,1.2874186486005783,1.0544482320547104,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,gaussian_process,0,bucketed,last_depth,128,128,3,11,1.2414309084415436,1.0377947390079498,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,gaussian_process,0,bucketed,last_depth,128,128,3,12,1.261236883699894,0.98672104626894,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,gaussian_process,0,bucketed,last_depth,128,128,3,13,1.1760209947824478,1.0277208164334297,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,gaussian_process,0,bucketed,last_depth,128,128,3,14,1.2551138401031494,1.0386746749281883,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,gaussian_process,0,bucketed,last_depth,128,128,3,15,1.3680205792188644,1.0372570976614952,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,gaussian_process,0,bucketed,last_depth,128,128,3,16,1.272815153002739,1.0394825786352158,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,gaussian_process,0,bucketed,last_depth,128,128,3,17,1.4910985976457596,1.0714431405067444,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,gaussian_process,0,bucketed,last_depth,128,128,3,18,1.4378085657954216,1.062656246125698,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,gaussian_process,0,bucketed,last_depth,128,128,3,19,1.3083605989813805,1.0656060501933098,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,gaussian_process,0,bucketed,last_depth,128,128,3,20,1.2510100454092026,1.0582561045885086,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,gaussian_process,0,bucketed,last_depth,128,128,3,21,1.242755725979805,1.0972871333360672,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,gaussian_process,0,bucketed,last_depth,128,128,3,22,1.1955122351646423,1.079990066587925,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,gaussian_process,0,bucketed,last_depth,128,128,3,23,1.1427213102579117,1.1940142959356308,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,gaussian_process,0,bucketed,last_depth,128,128,3,24,1.1176098436117172,1.0712562128901482,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,gaussian_process,0,bucketed,last_depth,128,128,3,25,1.0955031141638756,1.1138983070850372,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,gaussian_process,0,bucketed,last_depth,128,128,3,26,1.1703064814209938,1.0347821414470673,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,gaussian_process,0,bucketed,last_depth,128,128,3,27,1.2055053263902664,1.0600034520030022,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,gaussian_process,0,bucketed,last_depth,128,128,3,28,1.1813255995512009,1.0947024002671242,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,gaussian_process,0,bucketed,last_depth,128,128,3,29,1.2247362658381462,1.1231042593717575,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,gaussian_process,1,monolithic,monolithic,0,128,3,0,1.1259062886238098,1.1259062886238098,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,gaussian_process,1,monolithic,monolithic,0,128,3,1,1.0621444955468178,1.0621444955468178,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,gaussian_process,1,monolithic,monolithic,0,128,3,2,1.125508300960064,1.125508300960064,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,gaussian_process,1,monolithic,monolithic,0,128,3,3,1.09056955575943,1.09056955575943,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,gaussian_process,1,monolithic,monolithic,0,128,3,4,1.0732094049453735,1.0732094049453735,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,gaussian_process,1,monolithic,monolithic,0,128,3,5,1.047341838479042,1.047341838479042,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,gaussian_process,1,monolithic,monolithic,0,128,3,6,1.0340897962450981,1.0340897962450981,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,gaussian_process,1,monolithic,monolithic,0,128,3,7,1.0698100626468658,1.0698100626468658,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,gaussian_process,1,monolithic,monolithic,0,128,3,8,1.1263730078935623,1.1263730078935623,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,gaussian_process,1,monolithic,monolithic,0,128,3,9,1.133472204208374,1.133472204208374,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,gaussian_process,1,monolithic,monolithic,0,128,3,10,1.2413197234272957,1.2413197234272957,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,gaussian_process,1,monolithic,monolithic,0,128,3,11,1.2272987738251686,1.2272987738251686,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,gaussian_process,1,monolithic,monolithic,0,128,3,12,1.0761056244373322,1.0761056244373322,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,gaussian_process,1,monolithic,monolithic,0,128,3,13,1.1194539666175842,1.1194539666175842,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,gaussian_process,1,monolithic,monolithic,0,128,3,14,1.1493793576955795,1.1493793576955795,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,gaussian_process,1,monolithic,monolithic,0,128,3,15,1.1378916278481483,1.1378916278481483,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,gaussian_process,1,monolithic,monolithic,0,128,3,16,1.1613123044371605,1.1613123044371605,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,gaussian_process,1,monolithic,monolithic,0,128,3,17,1.090009905397892,1.090009905397892,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,gaussian_process,1,monolithic,monolithic,0,128,3,18,1.1523722261190414,1.1523722261190414,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,gaussian_process,1,monolithic,monolithic,0,128,3,19,1.236663743853569,1.236663743853569,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,gaussian_process,1,monolithic,monolithic,0,128,3,20,2.087653301656246,2.087653301656246,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,gaussian_process,1,monolithic,monolithic,0,128,3,21,1.8813136368989944,1.8813136368989944,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,gaussian_process,1,monolithic,monolithic,0,128,3,22,1.2477427795529366,1.2477427795529366,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,gaussian_process,1,monolithic,monolithic,0,128,3,23,1.2342574298381805,1.2342574298381805,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
